Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.000135766329474	0.000250007305408	0.000219793197565
IGHV1-37*01	0	0.00266530741546	0.00189615930336	0.00277857967667
IGHV1S2*01	0	1.66730580056e-05	3.5715329344e-05	2.95244593743e-05
IGHV1-10*01	0.147940074906	0.156348028649	0.167086051216	0.19154813143
IGHV1-20*01	0.213483146067	0.214043954945	0.218473916446	0.25707110802
IGHV1-30*01	0.0674157303371	0.0676044864817	0.0565048978704	0.0748871509553
IGHV1-27*01	0.0393258426966	0.0536562825273	0.0653915211808	0.0697236510603
IGHV1-17*01	0.202247191011	0.204742770443	0.204577406483	0.243750656099
IGHV1-14*01	0.209737827715	0.150769699813	0.129286245377	0.168445241969
IGHV1-46*01	0	2.38186542937e-06	0	1.64024774302e-06
IGHV1-25*01	0	0.00112900421352	0.000649369624437	0.00110552697879
IGHV1-39*01	0.00936329588015	0.0100419446502	0.0100684760269	0.011980369515
IGHV1-7*01	0.0299625468165	0.0417302823225	0.0511378579244	0.0544677068024
IGHV1-21*01	0.0805243445693	0.0971134172862	0.0946423759136	0.114387597103
