Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	2.31242611076e-05	5.00399068257e-06	1.55133042097e-05
IGHV1-37*01	0	7.51538485997e-05	0.000160127701842	0.000139619737887
IGHV1-32*01	0.00116686114352	0.000176322490945	0.000240191552763	0.000243558876092
IGHV1-10*01	0.0338389731622	0.0399963001182	0.041340469024	0.0469292965647
IGHV1-20*01	0.26487747958	0.264688964235	0.250587343406	0.296442178813
IGHV1-30*01	0.0921820303384	0.100359293207	0.107340604132	0.120043499305
IGHV1-43*01	0	2.89053263845e-06	2.50199534128e-06	3.10266084194e-06
IGHV1-27*01	0.0781796966161	0.0705405585087	0.0738564004794	0.0832552497021
IGHV1-7*01	0.0513418903151	0.0570793480115	0.0810446330949	0.0807079651509
IGHV1-21*01	0.147024504084	0.138233942369	0.132453131372	0.155793908856
IGHV1-25*01	0	5.49201201305e-05	5.50438975083e-05	6.36045472597e-05
IGHV1-39*01	0.0128354725788	0.0268761724723	0.0139336120556	0.0230139867951
IGHV1-17*01	0.215869311552	0.226398078374	0.222449903798	0.258608332506
IGHV1-14*01	0.10268378063	0.075494931451	0.0765310334992	0.0874515984909
