Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00339366515837	0.00169256637119	0.00119183000531	0.00167435687721
IGHV1-37*01	0.00113122171946	0.00173439255828	0.000759791628387	0.00143053347942
IGHV1S2*01	0	2.78841247313e-05	4.96595835547e-06	1.85182327433e-05
IGHV1-10*01	0.0294117647059	0.0436581740917	0.0475192555035	0.0535500995355
IGHV1-20*01	0.272624434389	0.282566566377	0.290612848921	0.336028764988
IGHV1-30*01	0.052036199095	0.0594963569391	0.0638647074306	0.0724140059567
IGHV1-43*01	0	2.78841247313e-06	2.48297917774e-06	3.08637212389e-06
IGHV1-27*01	0.121040723982	0.094368243328	0.106507391829	0.11799817904
IGHV1-17*01	0.235294117647	0.232068416488	0.239436165088	0.276438635206
IGHV1-21*01	0.140271493213	0.145680609659	0.123510833238	0.156867949569
IGHV1-25*01	0.00113122171946	0.00186544794452	0.000752342690854	0.00149997685221
IGHV1-39*01	0.0101809954751	0.0130692892615	0.0131126130376	0.0153516149442
IGHV1-7*01	0.0328054298643	0.030452252619	0.0395786880931	0.0413080045061
IGHV1-14*01	0.100678733032	0.0933170118257	0.0731460835969	0.0966512862456
