Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.0019550342131	0.00286962737096	0.00280706407621	0.00356112583814
IGHV1-37*01	0	0.000665471868849	0.000544283093517	0.000750428816467
IGHV1S2*01	0	1.05630455373e-05	4.14428751409e-05	3.5084983627e-05
IGHV1-10*01	0.030303030303	0.0404177332408	0.0437526247154	0.0530036644316
IGHV1-20*01	0.177908113392	0.196134629536	0.186111663683	0.238778652737
IGHV1-30*01	0.0254154447703	0.036410817967	0.0368012731251	0.0459535318884
IGHV1-43*01	0	3.5210151791e-06	2.76285834273e-06	3.89833151411e-06
IGHV1-27*01	0.203323558162	0.18716308286	0.197875914506	0.241981132075
IGHV1-7*01	0.0518084066471	0.0591530550088	0.0955341157748	0.0998616092312
IGHV1-21*01	0.269794721408	0.255453172259	0.229905731273	0.302073912366
IGHV1-25*01	0.0019550342131	0.00189430616635	0.00219923524081	0.00259433962264
IGHV1-39*01	0.0244379276637	0.0186860275555	0.0189863625312	0.0236180414782
IGHV1-17*01	0.0723362658847	0.0896239203687	0.088151758283	0.111351941369
IGHV1-14*01	0.140762463343	0.111514071737	0.0972857679641	0.129490877904
