Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	9.01835234703e-05	0.000138421632292	0.000136874891574
IGHV1-37*01	0	0.000372007034315	0.000237724107632	0.000385159578616
IGHV1S2*01	0	1.35275285205e-05	1.80549955163e-05	1.90988220801e-05
IGHV1-10*01	0.149344096872	0.168672498535	0.19323659868	0.220134614864
IGHV1-20*01	0.216952573158	0.21012310051	0.209507158806	0.25766539182
IGHV1-30*01	0.0050454086781	0.0156648780268	0.0179075463863	0.0204627962904
IGHV1-43*01	0	2.25458808676e-06	3.00916591939e-06	3.18313701336e-06
IGHV1-27*01	0.19576185671	0.173163638003	0.140795864202	0.195606952608
IGHV1-17*01	0.0817356205853	0.112395725301	0.100163096793	0.131641814324
IGHV1-21*01	0.100908173562	0.149129728999	0.131825540597	0.17421468031
IGHV1-25*01	0.00100908173562	0.000586192902557	0.000634934008991	0.000746445629632
IGHV1-39*01	0.0232088799193	0.0178743743518	0.0195445326464	0.0228103598377
IGHV1-7*01	0.0464177598385	0.0373134328358	0.0617149838408	0.0587798080887
IGHV1-14*01	0.17961654894	0.114598457862	0.124272534139	0.145351585441
