Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	9.25315474745e-05	0.000167902489495	0.000159591445898
IGHV1-37*01	0.00195694716243	0.000743143990654	0.000592196618353	0.000785797881234
IGHV1S2*01	0	8.67483257573e-05	1.58826679252e-05	5.62369856976e-05
IGHV1-10*01	0.073385518591	0.0781804827833	0.079061651979	0.0936467405347
IGHV1-20*01	0.252446183953	0.237583422973	0.226185073922	0.275216208411
IGHV1-30*01	0.0489236790607	0.0514793481152	0.05724794206	0.0651619473196
IGHV1-27*01	0.146771037182	0.144077402639	0.14551700353	0.172405879045
IGHV1-7*01	0.0381604696673	0.0545068646842	0.068452029805	0.0743376954995
IGHV1-14*01	0.087084148728	0.0704916895104	0.0716217565323	0.0845226695849
IGHV1-25*01	0	0.000627479556311	0.000456059464709	0.000635325946529
IGHV1-39*01	0.0205479452055	0.0255184658269	0.0189752502655	0.0260194853556
IGHV1-17*01	0.181996086106	0.186980232948	0.18977519218	0.224546684298
IGHV1-21*01	0.148727984344	0.149632187099	0.141932058485	0.173048804584
