Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00283687943262	0.00706033579337	0.00647861824717	0.00789468214362
IGHV1-37*01	0	0.000212126680787	0.000753250872185	0.00055742729353
IGHV1S2*01	0	4.11589082125e-05	3.30373189555e-06	2.64541766421e-05
IGHV1-10*01	0.0723404255319	0.0956406384063	0.0973841050851	0.112405686136
IGHV1-20*01	0.2	0.219699919898	0.197718442753	0.243242375056
IGHV1-30*01	0.00141843971631	0.00628464867706	0.00732437361243	0.00791546756812
IGHV1-43*01	0	0	6.6074637911e-06	3.77916809173e-06
IGHV1-27*01	0.204255319149	0.204322318576	0.203575959404	0.237397891602
IGHV1-17*01	0.0666666666667	0.0669465472425	0.0717504493075	0.0807041345989
IGHV1-21*01	0.340425531915	0.30070381733	0.281606803045	0.339176557064
IGHV1-25*01	0	0.000541397946487	0.000882096416112	0.000827637812088
IGHV1-39*01	0.0113475177305	0.013655259317	0.0151244846178	0.0167606104868
IGHV1-7*01	0.0439716312057	0.0402090872537	0.0763459403742	0.0675469608875
IGHV1-14*01	0.0567375886525	0.0446827439694	0.0410455650703	0.0498472271299
