Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	5.15786283953e-05	3.381062668e-05	5.76011342993e-05
IGHV1-37*01	0	8.70389354171e-05	6.08591280239e-05	9.96942709026e-05
IGHV1-32*01	0	0.000135393899538	0.000165672070732	0.000201603970047
IGHV1-10*01	0.0389972144847	0.0518107322231	0.0481598566429	0.0666356506713
IGHV1-20*01	0.24860724234	0.268934192117	0.244275015637	0.342321325712
IGHV1-30*01	0.0717270194986	0.0818649542562	0.0808513515798	0.108440781603
IGHV1-27*01	0.0856545961003	0.0913167379096	0.089016617923	0.12006513359
IGHV1-17*01	0.235376044568	0.242413106129	0.232559633493	0.316730914086
IGHV1-14*01	0.100278551532	0.0730579034577	0.0580494649468	0.0873942133014
IGHV1-25*01	0	7.09206140436e-05	6.76212533599e-05	9.30479861757e-05
IGHV1-39*01	0.00974930362117	0.0162569389374	0.013493821108	0.0199056227569
IGHV1-7*01	0.0612813370474	0.0548087399986	0.112700961912	0.111006247508
IGHV1-21*01	0.148328690808	0.119191762893	0.120565313678	0.159473171164
