Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.00013637458326	0.00015204613855	0.000175723794014
IGHV1-37*01	0.00173410404624	0.000784395652649	0.000794515606344	0.00096684243867
IGHV1S2*01	0	7.73756500764e-06	2.08690778402e-05	1.59091500754e-05
IGHV1-10*01	0.0439306358382	0.0470531000071	0.0490482955181	0.058669329762
IGHV1-20*01	0.24161849711	0.261623515234	0.238135556586	0.309837206006
IGHV1-30*01	0.0797687861272	0.0955860093218	0.0908818526971	0.114970365592
IGHV1-43*01	0	0	1.49064841715e-06	7.23143185243e-07
IGHV1-27*01	0.0976878612717	0.087908410443	0.098764401527	0.112975936687
IGHV1-7*01	0.0531791907514	0.0651667396899	0.093222170712	0.0935913604637
IGHV1-21*01	0.168208092486	0.122931531254	0.128647430346	0.1535261908
IGHV1-25*01	0	0.000322076143443	0.000381605994792	0.000425208192923
IGHV1-39*01	0.00867052023121	0.0159074664601	0.0133845321376	0.0183193863118
IGHV1-17*01	0.21676300578	0.240515437893	0.22175482113	0.286165113837
IGHV1-14*01	0.0884393063584	0.0620572057525	0.0648104118811	0.0773553496687
