Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	4.85617624682e-05	0.000114463516506	8.9584519795e-05
IGHV1-37*01	0.00168634064081	0.00118398201827	0.00105353154988	0.0012298674789
IGHV1S2*01	0	4.62492975888e-06	1.63519309294e-05	1.15180096879e-05
IGHV1-10*01	0.306913996627	0.327926019624	0.383191149401	0.39072928198
IGHV1-20*01	0.129848229342	0.14127541688	0.140640621934	0.154871158264
IGHV1-30*01	0.0236087689713	0.0245213775816	0.0239952906439	0.0266821093315
IGHV1-43*01	0	0	1.40159407967e-05	7.67867312528e-06
IGHV1-27*01	0.0489038785835	0.0751204216086	0.0743405499855	0.0821016528344
IGHV1-17*01	0.111298482293	0.103378742435	0.103844105362	0.113851686429
IGHV1-21*01	0.079258010118	0.0912706763266	0.0930261350576	0.101302174984
IGHV1-25*01	0.00168634064081	0.000645177701364	0.000665757187842	0.000720515494922
IGHV1-39*01	0.0101180438449	0.00675470991284	0.00763635174405	0.00789879508821
IGHV1-7*01	0.0370994940978	0.03078584494	0.0356378654657	0.0364928940279
IGHV1-14*01	0.24957841484	0.19708444428	0.13582381028	0.182859921806
