Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.00145938104731	0.00151486081321	0.00180778298147
IGHV1-37*01	0.000950570342205	0.000213069632907	0.000326453937063	0.000325964767614
IGHV1S2*01	0	1.16750483785e-05	1.71817861612e-05	1.76197171683e-05
IGHV1-10*01	0.0199619771863	0.0455560387728	0.0464108680525	0.055870361169
IGHV1-20*01	0.247148288973	0.25232698308	0.243059274299	0.300631138269
IGHV1-30*01	0.0494296577947	0.0583372979852	0.0571867116066	0.0701617137642
IGHV1-43*01	0	2.91876209462e-06	1.43181551343e-05	1.0571830301e-05
IGHV1-27*01	0.118821292776	0.113662433489	0.135020202917	0.15096749867
IGHV1-17*01	0.17680608365	0.204433015869	0.203601302379	0.247715603669
IGHV1-21*01	0.195817490494	0.165607642487	0.163822603785	0.19992212085
IGHV1-25*01	0	0.000633371374533	0.000781771270335	0.000858080226096
IGHV1-39*01	0.0152091254753	0.0172236151204	0.0151801080734	0.0196865099921
IGHV1-7*01	0.0437262357414	0.0565335030107	0.067676192058	0.0755568711611
IGHV1-14*01	0.132129277567	0.0839990543211	0.0653881508675	0.0903151462613
