Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00255536626917	0.00344069768598	0.0023182333843	0.00362542914457
IGHV1-37*01	0.000851788756388	0.000493895910608	0.000435212775526	0.000590693212182
IGHV1S2*01	0	7.6238966067e-05	4.35212775526e-05	7.53232955131e-05
IGHV1-10*01	0.120102214651	0.106751126182	0.116796601859	0.142698001158
IGHV1-20*01	0.15332197615	0.16499438152	0.156464795639	0.204377869223
IGHV1-30*01	0.0357751277683	0.0405160383581	0.0384960207045	0.0502446024912
IGHV1-43*01	0	3.31473765509e-06	2.61127665316e-05	1.98219198719e-05
IGHV1-27*01	0.148211243612	0.143054132981	0.144786586162	0.183358705391
IGHV1-17*01	0.0672913117547	0.100923817384	0.0949924418048	0.124624374618
IGHV1-14*01	0.258091993186	0.179082016554	0.148535218869	0.20663955028
IGHV1-25*01	0.000851788756388	0.0012695445219	0.000771777321933	0.00128049602372
IGHV1-39*01	0.011073253833	0.0131296758518	0.0125283250981	0.0163491195103
IGHV1-7*01	0.0357751277683	0.0614088297982	0.10508357536	0.108249486612
IGHV1-21*01	0.166098807496	0.184856289549	0.178721576979	0.231361448744
