Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.000117958495069	0.00010645777835	0.000133074062421
IGHV1-37*01	0	9.46411181368e-05	0.000141118450371	0.000129979316783
IGHV1S2*01	0	1.64593248934e-05	4.95152457442e-06	1.44421463093e-05
IGHV1-10*01	0.0386266094421	0.0474645781612	0.0468612285723	0.0549915668181
IGHV1-20*01	0.248927038627	0.278077550852	0.240329672506	0.308079865069
IGHV1-30*01	0.0836909871245	0.0871919020122	0.0937076025708	0.104251664715
IGHV1-43*01	0	1.37161040778e-06	2.47576228721e-06	2.06316375847e-06
IGHV1-27*01	0.124463519313	0.0832320627649	0.110310064469	0.108038601794
IGHV1-7*01	0.019313304721	0.0410399550112	0.0774913595896	0.0629780737272
IGHV1-14*01	0.137339055794	0.0801020478143	0.0773700472375	0.0918180083249
IGHV1-46*01	0	1.37161040778e-06	0	1.03158187923e-06
IGHV1-25*01	0	6.30940787579e-05	0.000101506253776	8.97476234932e-05
IGHV1-39*01	0.0128755364807	0.0134568697107	0.0105071351469	0.0144534937099
IGHV1-17*01	0.214592274678	0.245714403281	0.230057734777	0.279656689551
IGHV1-21*01	0.12017167382	0.123425734154	0.113008645362	0.139389406686
