Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	9.48258551061e-05	0.000128835541431	0.000140650132795
IGHV1-37*01	0	8.36698721524e-05	4.72396985248e-05	7.78064564396e-05
IGHV1S2*01	0	2.78899573841e-06	1.28835541431e-05	1.04739460592e-05
IGHV1-10*01	0.042189281642	0.0495437202972	0.0521891305748	0.0627299592264
IGHV1-20*01	0.256556442417	0.260612128785	0.245111764832	0.309485654435
IGHV1-30*01	0.0524515393387	0.076072647761	0.0760881235103	0.0935128866943
IGHV1-27*01	0.109464082098	0.0916519779558	0.104472740547	0.121385553436
IGHV1-17*01	0.229190421893	0.252300921484	0.251046788774	0.309193880223
IGHV1-14*01	0.0843785632839	0.0747311408108	0.0505207103133	0.0749156473273
IGHV1-25*01	0	4.7412927553e-05	7.30068068111e-05	7.63101784312e-05
IGHV1-39*01	0.0250855188141	0.0171104888552	0.0162354254794	0.0204107283133
IGHV1-7*01	0.0444697833523	0.057062852808	0.0945846127418	0.0963243930722
IGHV1-21*01	0.156214367161	0.120685423593	0.109488737626	0.140380802753
