Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	8.48163168738e-05	0.000118143210668	0.0001304160828
IGHV1-37*01	0.0012853470437	0.00181462277943	0.0016434564484	0.00220042454597
IGHV1S2*01	0	2.23200833878e-06	1.47679013335e-05	1.10992410894e-05
IGHV1-10*01	0.0642673521851	0.0695359877865	0.0757973084445	0.0927036363889
IGHV1-20*01	0.24293059126	0.257058168369	0.249265296909	0.322577243781
IGHV1-30*01	0.0565552699229	0.0721541335678	0.0671390988627	0.088680161494
IGHV1-43*01	0	4.46401667757e-06	4.21940038101e-06	5.5496205447e-06
IGHV1-27*01	0.147814910026	0.110763413812	0.115330980314	0.144048725668
IGHV1-17*01	0.1735218509	0.201155287516	0.20742150333	0.260490863937
IGHV1-21*01	0.154241645244	0.131902764789	0.135757097559	0.170639732508
IGHV1-25*01	0	0.00122537257799	0.00079113757144	0.00128057494069
IGHV1-39*01	0.0141388174807	0.0261457456805	0.0244577543085	0.0322280339082
IGHV1-7*01	0.0526992287918	0.0509500543494	0.061417591946	0.0718689734589
IGHV1-14*01	0.0925449871465	0.0772029364302	0.060841643794	0.0874967049128
