Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	1.86203702195e-05	2.51229980111e-05	2.60501465321e-05
IGHV1-37*01	0	0.00049111226454	0.000946299591751	0.000863562357538
IGHV1-32*01	0	5.58611106585e-05	7.11818276981e-05	7.5545424943e-05
IGHV1-10*01	0.263736263736	0.268131003615	0.265910185282	0.314606317161
IGHV1-20*01	0.131868131868	0.144861825215	0.136221082382	0.165280364702
IGHV1-30*01	0.022977022977	0.0247837127622	0.0270407201926	0.0306193422338
IGHV1-27*01	0.0959040959041	0.105901028077	0.09557835235	0.118300227939
IGHV1-17*01	0.0999000999001	0.117133766412	0.115477860358	0.136966460436
IGHV1-14*01	0.271728271728	0.188480042454	0.172605464252	0.211654835558
IGHV1-25*01	0.001998001998	0.000530680551256	0.000303569559301	0.00048323021817
IGHV1-39*01	0.012987012987	0.00977569436524	0.00929132209777	0.011218495604
IGHV1-7*01	0.033966033966	0.0457618873607	0.0762985449597	0.0729534353631
IGHV1-21*01	0.0649350649351	0.0940747654415	0.100230294148	0.114700097688
