Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00127713920817	6.76750245322e-05	9.43253848476e-05	0.000100623068633
IGHV1-37*01	0.00127713920817	0.000754093130502	0.000573498339873	0.000815576451024
IGHV1S2*01	0	2.90035819424e-05	2.26380923634e-05	3.17757058841e-05
IGHV1-10*01	0.0983397190294	0.100502245361	0.110270147902	0.131916842978
IGHV1-20*01	0.256704980843	0.279986078281	0.284873981286	0.351939774445
IGHV1-30*01	0.0523627075351	0.0475465386642	0.0493284032599	0.0603844330817
IGHV1-43*01	0	0	3.7730153939e-06	2.64797549034e-06
IGHV1-27*01	0.10472541507	0.120229515012	0.111088892243	0.143199866542
IGHV1-17*01	0.192848020434	0.19770775024	0.207078176879	0.252561254293
IGHV1-14*01	0.0996168582375	0.0617727956069	0.046762752792	0.0661649635771
IGHV1-25*01	0.00383141762452	0.00122781830223	0.000920615756112	0.00131074786772
IGHV1-39*01	0.0153256704981	0.0198094464666	0.0199554784184	0.0247453309572
IGHV1-7*01	0.0306513409962	0.0313045327765	0.0428991850287	0.0471524995565
IGHV1-21*01	0.143039591315	0.139062507553	0.126128131603	0.164002361994
