Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00260190806592	0.00363010446808	0.00242368525522	0.00351770043412
IGHV1-37*01	0	0.000488442474176	0.000744580423233	0.000719964271773
IGHV1S2*01	0	1.9537698967e-05	1.13966391311e-05	1.79991067943e-05
IGHV1-10*01	0.136166522116	0.133049776196	0.127393531648	0.151379237805
IGHV1-20*01	0.176062445794	0.16360869115	0.165610261534	0.19141037626
IGHV1-30*01	0.0208152645273	0.0262313146332	0.0265237781378	0.0306986015819
IGHV1-43*01	0	5.86130969011e-06	0	3.37483252394e-06
IGHV1-27*01	0.141370338248	0.134225945673	0.142655530884	0.160880516304
IGHV1-17*01	0.0962705984389	0.113332330398	0.116971305162	0.133911104661
IGHV1-14*01	0.22289679098	0.174034007319	0.151444239094	0.188551893112
IGHV1-25*01	0.00173460537728	0.00111755638091	0.00130301574066	0.00141180493918
IGHV1-39*01	0.00693842150911	0.0128870662387	0.015294289714	0.0164275597823
IGHV1-7*01	0.0242844752819	0.0506417157226	0.0753526784951	0.0735814735194
IGHV1-21*01	0.170858629662	0.186727650338	0.174271707274	0.209726717312
