Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	7.00468410004e-05	0.000141402981529	0.000126574569736
IGHV1-37*01	0.0011961722488	0.000991953651587	0.00201169308389	0.00179592597059
IGHV1S2*01	0	2.03361796453e-05	3.77074617411e-06	1.31350968594e-05
IGHV1-10*01	0.171052631579	0.16512977872	0.167215624464	0.192617836745
IGHV1-20*01	0.22009569378	0.217020930448	0.218450638105	0.252298940475
IGHV1-30*01	0.0586124401914	0.0661242179044	0.079634388451	0.0851285627458
IGHV1-43*01	0	2.25957551614e-06	0	1.19409971449e-06
IGHV1-27*01	0.049043062201	0.0542117357833	0.0595174576121	0.0661423772854
IGHV1-7*01	0.0251196172249	0.042696938953	0.0646777237514	0.0634162476372
IGHV1-14*01	0.181818181818	0.136236586595	0.11276604971	0.142776114662
IGHV1-25*01	0	0.000390906564293	0.000625943864902	0.000603020355818
IGHV1-39*01	0.011961722488	0.0081457697357	0.00809767740889	0.00941428214905
IGHV1-17*01	0.183014354067	0.210251242202	0.204621426511	0.240059418402
IGHV1-21*01	0.0980861244019	0.0987072968472	0.0822362033111	0.103895033859
