Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.00125098778491	0.00201477108335	0.00187111884116
IGHV1-37*01	0	0.000153586619137	0.000330914436655	0.000274702850003
IGHV1S2*01	0	9.9088141379e-06	2.04991243945e-05	1.72670362859e-05
IGHV1-10*01	0.0257648953301	0.0439951347723	0.0452972080193	0.0520145922154
IGHV1-20*01	0.276972624799	0.261818118762	0.255530370917	0.30205540521
IGHV1-30*01	0.0789049919485	0.0685665166307	0.0616496523934	0.0762622203525
IGHV1-27*01	0.156199677939	0.116614356385	0.121715015316	0.138663719759
IGHV1-17*01	0.177133655395	0.218209427741	0.215653717077	0.253194401713
IGHV1-21*01	0.154589371981	0.167468867745	0.156179900316	0.189248287424
IGHV1-25*01	0	0.000557370795257	0.00043633850497	0.000585509503149
IGHV1-39*01	0.00805152979066	0.0153388442855	0.0153421303861	0.0178839404005
IGHV1-7*01	0.0209339774557	0.039664982994	0.0648358020136	0.0597910374663
IGHV1-14*01	0.101449275362	0.0663518966709	0.0609936804128	0.0743204636356
