Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.000130117620908	9.69953815276e-05	0.000137510173895
IGHV1-37*01	0.00178571428571	0.000975882156808	0.00146612249771	0.00139925893166
IGHV1S2*01	0	5.69264591471e-05	1.49223663889e-05	4.64561398293e-05
IGHV1-10*01	0.173214285714	0.165466241254	0.148097025226	0.186731383167
IGHV1-20*01	0.151785714286	0.185593810738	0.186496004536	0.219607464201
IGHV1-30*01	0.0732142857143	0.0636654675966	0.0744999141964	0.080586536639
IGHV1-43*01	0	2.16862701513e-05	0	1.48659647454e-05
IGHV1-27*01	0.0553571428571	0.0588267185691	0.0770852141733	0.0784960103467
IGHV1-17*01	0.180357142857	0.217429255321	0.206189797578	0.251179056829
IGHV1-14*01	0.208928571429	0.170923048981	0.142187768136	0.187240542459
IGHV1-25*01	0	0.000479808727097	0.000720004178263	0.000687550869473
IGHV1-39*01	0.00535714285714	0.00808897876643	0.00774097756422	0.0093859984911
IGHV1-7*01	0.0196428571429	0.0360398702077	0.0709110850799	0.0599451445901
IGHV1-21*01	0.130357142857	0.0923021873314	0.0844941690853	0.105083788294
