Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	8.25239113033e-06	3.28710317711e-05	3.00396523411e-05
IGHV1-37*01	0.000581733566027	0.000911889219901	0.00136288354805	0.00151800376497
IGHV1-32*01	0	0.000123785866955	0.000113784340746	0.000150198261705
IGHV1-10*01	0.0587550901687	0.0979682613037	0.0891108385906	0.11740697721
IGHV1-20*01	0.271669575334	0.252601566304	0.246381025829	0.315416349581
IGHV1-30*01	0.0395578824898	0.0390915767844	0.0454505227758	0.054628109104
IGHV1-43*01	0	0	5.05708181094e-06	4.00528697881e-06
IGHV1-27*01	0.159976730657	0.142361999389	0.142164683869	0.18023991669
IGHV1-17*01	0.175101803374	0.175932726508	0.174345423973	0.221960988505
IGHV1-21*01	0.154741128563	0.156737664738	0.155702491877	0.198007369728
IGHV1-25*01	0.00116346713205	0.0016587306172	0.00118335714376	0.00173629190532
IGHV1-39*01	0.0180337405468	0.0201152033802	0.019125883409	0.0247706973205
IGHV1-7*01	0.0203606748109	0.0329724287612	0.0537770079775	0.0583490207073
IGHV1-14*01	0.100058173357	0.0795159147363	0.0712441685525	0.0940100933232
