Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	4.60434508504e-05	3.15913843976e-05	4.6816384106e-05
IGHV1-37*01	0.00110375275938	0.000697735370579	0.000590758888236	0.000777559075153
IGHV1-32*01	0	0.000131046744728	0.000151638645109	0.000173017071696
IGHV1-10*01	0.270419426049	0.245918070992	0.230130598783	0.288022537
IGHV1-20*01	0.111479028698	0.141679240071	0.126495062267	0.161966369552
IGHV1-30*01	0.0121412803532	0.0266697834541	0.0237598802055	0.0305141049623
IGHV1-43*01	0	3.54180391157e-06	0	2.03549496113e-06
IGHV1-27*01	0.116997792494	0.111765164233	0.106102823638	0.131802369723
IGHV1-17*01	0.0794701986755	0.110341359061	0.09720984893	0.125258253423
IGHV1-14*01	0.25055187638	0.194643375764	0.200933841323	0.239522798561
IGHV1-25*01	0	0.000548979606293	0.000413847135609	0.000580116063923
IGHV1-39*01	0.0154525386313	0.0119323373781	0.0109243007247	0.0138189752911
IGHV1-7*01	0.0452538631347	0.0491602382926	0.0890213620941	0.0853075938211
IGHV1-21*01	0.0971302428256	0.106463083778	0.114234445982	0.134183898828
