Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	8.00322129657e-05	0.000209207284742	0.000173391027592
IGHV1-37*01	0.00184162062615	0.00101040668869	0.000883720426927	0.00124456226472
IGHV1S2*01	0	3.25130865173e-05	1.44280886029e-05	3.27516385452e-05
IGHV1-10*01	0.0709023941068	0.0889533037047	0.0896561425784	0.115696126444
IGHV1-20*01	0.255064456722	0.260097189119	0.223166460465	0.317816120742
IGHV1-30*01	0.073664825046	0.0819029659438	0.0649660759567	0.0972415414077
IGHV1-43*01	0	2.50100665518e-06	3.60702215072e-06	3.8531339465e-06
IGHV1-27*01	0.117863720074	0.100938127596	0.107525330313	0.134256672665
IGHV1-17*01	0.213627992634	0.215811864275	0.193895475712	0.268341880869
IGHV1-21*01	0.116022099448	0.113240579333	0.1003581773	0.140098023728
IGHV1-25*01	0	0.000475191264484	0.000634835898527	0.000701270378262
IGHV1-39*01	0.0110497237569	0.0166692093568	0.0158564693746	0.0212076492415
IGHV1-7*01	0.0451197053407	0.0654363381261	0.151184726425	0.130817750617
IGHV1-14*01	0.0948434622468	0.0553497782858	0.0516453431541	0.0696916336903
