Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.00248138957816	0.00240548043511	0.00162835434094	0.00251306999823
IGHV1-37*01	0	0.000372979302009	0.00052990514146	0.000544550659642
IGHV1S2*01	0	2.5966913431e-05	2.20793808942e-05	2.97312141758e-05
IGHV1-10*01	0.136476426799	0.145676744977	0.145191248837	0.177953835248
IGHV1-20*01	0.234077750207	0.227618881251	0.211702623858	0.269356976429
IGHV1-30*01	0.0124069478908	0.0201361610515	0.0175889868048	0.0232138190683
IGHV1-27*01	0.179487179487	0.162767695271	0.172078414921	0.204229969377
IGHV1-17*01	0.0942928039702	0.118928463514	0.113350021665	0.142338970267
IGHV1-21*01	0.190239867659	0.213995694214	0.203119264536	0.255727561931
IGHV1-25*01	0.00330851943755	0.0013172306995	0.00141032045461	0.00166025359161
IGHV1-39*01	0.029776674938	0.0224023644055	0.0232551079268	0.0278268516678
IGHV1-7*01	0.0306038047974	0.0262785163922	0.0530815915922	0.0473430465732
IGHV1-14*01	0.0868486352357	0.0580738215743	0.0570420805401	0.0702219982818
