Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	6.39112400698e-05	0.000184636991567	0.000159477700686
IGHV1-37*01	0.00362647325476	0.00117596681728	0.000886862926708	0.00127779046599
IGHV1S2*01	0	1.91733720209e-05	6.05367185466e-06	1.57508840184e-05
IGHV1-10*01	0.0426110607434	0.0498475716924	0.0531512388839	0.0649487702497
IGHV1-20*01	0.269265639166	0.276486415666	0.27422830818	0.347112075415
IGHV1-30*01	0.0734360834089	0.0846152862904	0.0773296042715	0.101927908204
IGHV1-27*01	0.0924750679964	0.0783136380195	0.0883412333751	0.105141088544
IGHV1-17*01	0.225747960109	0.244939827567	0.24865457143	0.311200059853
IGHV1-14*01	0.0951949229374	0.0747921286917	0.0556968078988	0.0817037731243
IGHV1-25*01	0	0.000527267730576	0.000393488670553	0.000578844987675
IGHV1-39*01	0.0126926563917	0.0156774271891	0.0148678180751	0.019265300015
IGHV1-7*01	0.0453309156845	0.0513462902721	0.0748173304518	0.0800302416973
IGHV1-21*01	0.139619220308	0.122195095451	0.111442045172	0.14703056459
