Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	7.52292743349e-05	0.000114260936822	0.000115930226969
IGHV1-37*01	0	0.000290419989293	0.000128909774877	0.000295480700445
IGHV1S2*01	0	2.79922881246e-05	9.08227959358e-05	6.5034029763e-05
IGHV1-10*01	0.0535956580733	0.0758486037097	0.0760567671772	0.0970237034901
IGHV1-20*01	0.245590230665	0.254238207374	0.242511513987	0.319232259141
IGHV1-30*01	0.0613975576662	0.0575451463122	0.0561196985855	0.0729130438471
IGHV1-43*01	0	0	5.85953522167e-06	2.82756651143e-06
IGHV1-27*01	0.128222523745	0.145012299112	0.140549741594	0.183031207852
IGHV1-17*01	0.171981004071	0.177367885148	0.18714183591	0.231286457936
IGHV1-21*01	0.166214382632	0.13436123348	0.134980253366	0.171904733629
IGHV1-25*01	0.0016960651289	0.000591337086633	0.000398448395073	0.000661650563675
IGHV1-39*01	0.0193351424695	0.0229939151764	0.0174028196083	0.026781296213
IGHV1-7*01	0.0607191316147	0.0683869094065	0.0910161605981	0.0984770726769
IGHV1-14*01	0.0912483039349	0.0632608216436	0.0534829077358	0.0759413675808
