Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0	2.41625268204e-05	0.000146850066083	9.55770820317e-05
IGHV1-37*01	0.00235849056604	0.00125645139466	0.00143913064761	0.00170091807097
IGHV1-25*01	0	0.000480834283726	0.000447076867851	0.000594701843753
IGHV3-47*01	0	0	6.52666960367e-06	3.5398919271e-06
IGHV2-5*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV1-14*01	0.103773584906	0.0841653296735	0.0734185063717	0.100963027599
IGHV2-13*01	0	0	0.00026759345375	0.000145135569011
IGHV3-28*01	0	0	9.7900044055e-06	5.30983789065e-06
IGHV1-43*01	0	0	9.7900044055e-06	5.30983789065e-06
IGHV1-7*01	0.0330188679245	0.0373335201902	0.0500040791685	0.0543267214052
IGHV3-18*01	0	0	6.52666960367e-06	3.5398919271e-06
IGHV2-23*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV1-32*01	0	0.00010631511801	0.000153376735686	0.000159295136719
IGHV2-12*01	0	0	0.000156640070488	8.49574062504e-05
IGHV3-4*01	0	0	0.000127270057272	6.90278925784e-05
IGHV1-10*01	0.0377358490566	0.0490982544991	0.0509700262698	0.0633817649547
IGHV2-31*01	0	0	6.52666960367e-06	3.5398919271e-06
IGHV3-40*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV3-15*01	0	0	1.30533392073e-05	7.0797838542e-06
IGHV1-27*01	0.0919811320755	0.0678435428063	0.0854765284644	0.0956160208429
IGHV1-21*01	0.127358490566	0.128150793497	0.121311207923	0.159103982555
IGHV1-39*01	0.00707547169811	0.0147028975702	0.0149167033792	0.0188198354304
IGHV3-22*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV2-42*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV2-36*01	0	0	6.52666960367e-06	3.5398919271e-06
IGHV3-1*01	0	0	3.26333480183e-06	1.76994596355e-06
IGHV1-20*01	0.264150943396	0.270849844393	0.265217746015	0.341178323826
IGHV1-30*01	0.0884433962264	0.0985178706048	0.0861879354512	0.1184801828
IGHV1-17*01	0.244103773585	0.247470183442	0.249677745688	0.315666322707
IGHV3-11*01	0	0	3.26333480183e-06	1.76994596355e-06
