Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.000128340324316	0.000111779158776	0.000140444506864
IGHV1-37*01	0.000513083632632	0.000872714205349	0.000653478158997	0.00088655594958
IGHV1S2*01	0	8.55602162107e-06	1.50471944506e-05	1.37936569242e-05
IGHV1-10*01	0.0466906105695	0.0527756803641	0.0499695831712	0.0596638360411
IGHV1-20*01	0.247306310929	0.258342655832	0.23782520749	0.288456715505
IGHV1-30*01	0.0672139558748	0.0755731999735	0.0700167453778	0.0846579423877
IGHV1-27*01	0.120574653669	0.102505417031	0.116059010797	0.12674615157
IGHV1-17*01	0.232939969215	0.243801697087	0.260408896761	0.29312398742
IGHV1-21*01	0.128783991791	0.122706184079	0.126355591	0.14476317545
IGHV1-25*01	0	0.000293043740522	0.000245054309624	0.000313492202822
IGHV1-39*01	0.0118009235505	0.0125623787451	0.0107952872187	0.013601799696
IGHV1-7*01	0.0261672652642	0.0431779631107	0.0558637841974	0.057717676446
IGHV1-14*01	0.118009235505	0.0872521694862	0.0716805351642	0.0920187393099
