Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.0019444540042	0.00222523419712	0.00237026154216
IGHV1-37*01	0	0.000845628542913	0.00064463609053	0.000832451104618
IGHV1S2*01	0	9.83289003387e-06	0.000101240924474	6.73586389996e-05
IGHV1-10*01	0.0249017038008	0.0390783632171	0.04093645789	0.0452484834774
IGHV1-20*01	0.178243774574	0.215947472701	0.205124443691	0.23712401488
IGHV1-30*01	0.0235910878113	0.0271830244986	0.0324983367562	0.0339512958913
IGHV1-43*01	0	0	2.0661413158e-06	1.27091771697e-06
IGHV1-27*01	0.220183486239	0.182358320346	0.186618015926	0.208358063274
IGHV1-7*01	0.0340760157274	0.0427435729773	0.0604263689219	0.0591828253263
IGHV1-14*01	0.138925294889	0.109941543469	0.09718302293	0.116008098288
IGHV1-25*01	0.00131061598952	0.00181416821125	0.00164464848738	0.00194323318925
IGHV1-39*01	0.0131061598952	0.02176510209	0.0177874105877	0.0221304902057
IGHV1-17*01	0.0655307994758	0.104489205945	0.106867027277	0.119477703655
IGHV1-21*01	0.300131061599	0.251879311108	0.247941090179	0.281756103265
