Gene	Memory	Background	Stimulated	Raw
IGHV1S2*01	0.000443655723159	4.49153345943e-05	0.00010313033845	9.66922676785e-05
IGHV1-37*01	0.00266193433895	0.00189892053479	0.00091819269072	0.00159603439307
IGHV1-32*01	0	0.000124764818317	0.000189626751344	0.000200728251889
IGHV1-10*01	0.271960958296	0.28510507693	0.296872322978	0.356088246994
IGHV1-20*01	0.118456078083	0.125164065736	0.121186464642	0.149443407484
IGHV1-30*01	0.0208518189885	0.0242393089027	0.0290727750877	0.0331054741287
IGHV1-43*01	0	0	1.16437478896e-05	8.56766928797e-06
IGHV1-27*01	0.0811889973381	0.103637143984	0.0919756279723	0.117765062269
IGHV1-17*01	0.0874001774623	0.116809813502	0.0957881237098	0.127035280438
IGHV1-21*01	0.108695652174	0.106806170369	0.106269160203	0.129726752547
IGHV1-25*01	0.00177462289264	0.00071115946441	0.00130742654874	0.00130228573177
IGHV1-39*01	0.0102040816327	0.0127384879502	0.0128646780254	0.0156225329702
IGHV1-7*01	0.0235137533274	0.0346995912705	0.095926185292	0.087401242312
IGHV1-14*01	0.272848269743	0.188020581204	0.147514642013	0.198787062819
