Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0.000566893424036	0.000199186565135	0.000140383304915	0.00023168809465
IGHV1-37*01	0	0.000298779847703	0.00031586243606	0.000415899120725
IGHV1S2*01	0	2.69171033967e-05	3.21711740431e-05	3.98807376037e-05
IGHV1-10*01	0.0759637188209	0.0969769401175	0.0922669271557	0.127477828209
IGHV1-20*01	0.252267573696	0.25604356264	0.237326750916	0.332360369941
IGHV1-30*01	0.0504535147392	0.046620423083	0.0470313317989	0.0630267580758
IGHV1-27*01	0.121315192744	0.130510267529	0.141591186268	0.182710750707
IGHV1-17*01	0.191609977324	0.204123161898	0.186841404886	0.263404675542
IGHV1-14*01	0.0850340136054	0.0578529303305	0.0555947133987	0.0762063923125
IGHV1-25*01	0.00170068027211	0.000783287708843	0.000865697046979	0.00111286248742
IGHV1-39*01	0.0141723356009	0.019985949272	0.021130612042	0.0276601401523
IGHV1-7*01	0.0368480725624	0.0448519693899	0.0608532380287	0.0708604743909
IGHV1-21*01	0.170068027211	0.141726624514	0.156009721544	0.199770210988
