Gene	Memory	Background	Stimulated	Raw
IGHV1-32*01	0	0.000139833947188	8.34880871525e-05	0.000137297744183
IGHV1-37*01	0	0.000272176790062	0.000230156348366	0.000311503484115
IGHV1S2*01	0	0.000107372495162	2.4820782667e-05	7.97212708161e-05
IGHV1-10*01	0.0767414403778	0.0814982208627	0.0934479903064	0.108927306012
IGHV1-20*01	0.26800472255	0.267759535552	0.266855003757	0.331832408173
IGHV1-30*01	0.0507674144038	0.0574417878769	0.0524688781232	0.0680421046415
IGHV1-43*01	0	9.98813908484e-06	6.76930436372e-06	1.03342388095e-05
IGHV1-27*01	0.151121605667	0.123023909108	0.123596215508	0.152964450218
IGHV1-17*01	0.180637544274	0.203101317186	0.209455815622	0.25625221448
IGHV1-21*01	0.136953955136	0.132892190524	0.119746737759	0.156358509507
IGHV1-25*01	0	0.000506898058555	0.000349747392125	0.000527046179284
IGHV1-39*01	0.0177095631641	0.0196641488233	0.0196197004808	0.0243696114326
IGHV1-7*01	0.0306965761511	0.0462076284412	0.0591546943998	0.0659043935278
IGHV1-14*01	0.0873671782763	0.0673749921968	0.054959982129	0.0753941773946
